1	&	2
1	*	3
1	/	4
1	:	5
1	(	6
1	)	7
1	{	8
1	}	9
1	<	10
1	>	11
1	=	12
1	+	13
1	-	14
1	!	15
1	;	24
1	[	25
1	]	26
1	,	27
2	&	0
3	=	16
3	*	0
4	/	0
5	=	17
5	:	0
6	(	0
7	)	0
8	{	0
9	}	0
10	=	18
10	<	0
11	=	19
11	>	0
12	=	20
12	=	0
13	=	21
13	+	0
14	=	22
14	-	0
15	!	23
16	*=	0
17	:=	0
18	<=	0
19	>=	0
20	==	0
21	+=	0
22	-=	0
23	!!	0
24	;	0
25	[	0
26	]	0
27	,	0
